Regions,California,,
Brands,,,
Segments,"Auto Intenders > Fiat-Abarth,Auto Intenders > Mini",,
,,,
Type,Name,Index,Business Category
Audience Profile,QSR > Jack In the Box,1482,Restaurants
Audience Profile,QSR > Burger King,1462,Restaurants
Audience Profile,QSR > Chick-fil-A,1450,Restaurants
Audience Profile,QSR > Arby's,1434,Restaurants
Audience Profile,Pizza > Pizza Hut,1419,Restaurants
Audience Profile,Casual Dining > Chilis,1417,Restaurants
Audience Profile,Casual Dining > Golden Corral,1381,Restaurants
Audience Profile,QSR > Carl's Jr,1380,Restaurants
Audience Profile,QSR > Taco Bell,1317,Restaurants
Audience Profile,Casual Dining > Red Robin,1276,Restaurants
Audience Profile,Coffee Shops > Starbucks,1275,Restaurants
Audience Profile,Casual Dining > IHOP,1230,Restaurants
Audience Profile,Casual Dining > Applebees,1084,Restaurants
Audience Profile,Casual Dining > Denny's,1074,Restaurants
Audience Profile,Clothing and Accessories Retailers > Zara,2075,Shopper: Apparel
Audience Profile,Clothing and Accessories Retailers > H&M,1509,Shopper: Apparel
Audience Profile,Clothing and Accessories Retailers > Old Navy,1475,Shopper: Apparel
Audience Profile,Clothing and Accessories Retailers > Gap,1455,Shopper: Apparel
Audience Profile,Clothing and Accessories Retailers > Victorias Secret,1364,Shopper: Apparel
Audience Profile,Auto Intenders > Jaguar,3525,Shopper: Auto
Audience Profile,Auto Intenders > Porsche,3488,Shopper: Auto
Audience Profile,Auto Intenders > Lexus,3202,Shopper: Auto
Audience Profile,Auto Intenders > Bmw,3085,Shopper: Auto
Audience Profile,Auto Intenders > Volkswagen,2964,Shopper: Auto
Audience Profile,Auto Intenders > Audi,2888,Shopper: Auto
Audience Profile,Auto Intenders > Volvo,2781,Shopper: Auto
Audience Profile,Auto Intenders > Mazda,2763,Shopper: Auto
Audience Profile,Auto Intenders > Lincoln,2741,Shopper: Auto
Audience Profile,Auto Intenders > Acura,2715,Shopper: Auto
Audience Profile,Auto Intenders > Jeep,2624,Shopper: Auto
Audience Profile,Auto Intenders > Mercedes Benz,2610,Shopper: Auto
Audience Profile,Auto Intenders > Chrysler,2583,Shopper: Auto
Audience Profile,Auto Intenders > Dodge,2533,Shopper: Auto
Audience Profile,Auto Intenders > Cadillac,2495,Shopper: Auto
Audience Profile,Auto Intenders > Hyundai,2439,Shopper: Auto
Audience Profile,Auto Intenders > Buick,2338,Shopper: Auto
Audience Profile,Auto Intenders > GMC,2250,Shopper: Auto
Audience Profile,Auto Intenders > Nissan,2179,Shopper: Auto
Audience Profile,Auto Intenders > Subaru,2174,Shopper: Auto
Audience Profile,Auto Intenders > Toyota,2137,Shopper: Auto
Audience Profile,Auto Intenders > Honda,1965,Shopper: Auto
Audience Profile,Auto Intenders > Ford,1901,Shopper: Auto
